source_query,position,result_type,title,description,displayed_url,url,host,confidence_reason,manual_review_reason
Orange County FL montessori elementary,50,organic,Royal Palm Montessori Academy | toddler preschool | 12532 ...,"Royal Palm is a Montessori Preschool located in West Boca Raton boasting huge, clean individual classrooms and a highly educated long term staff devoted to ...",https://www.rpmontessori.com,https://www.rpmontessori.com/,rpmontessori.com,school_keyword_in_domain:montessori,
Orange County FL private school elementary,40,organic,Voted Best Single-campus private school in 2024 by ...,"Oakridge Private School, a Judeo Christian school in Orange County. Offering preschool TK-8 education with a focus on biblical values and academic ...",https://www.oakridgeschool.org,https://www.oakridgeschool.org/,oakridgeschool.org,school_keyword_in_domain:school,
Orange County FL charter school elementary,38,organic,Orlando Science Charter School East Campus - Home,"Enrolling for 2026-2027! The lottery for the 2026–2027 school year is now complete, and we are thrilled to welcome our newest students to our community!Read more",https://east.orlandoscience.org,https://east.orlandoscience.org/,east.orlandoscience.org,"title_school+fl_signal:""charter school"" + ""orlando""",
Orlando FL lower school,25,organic,Orlando Elementary School,"Crenshaw offers a nurturing, safe environment and a distinct, sequenced program specifically designed to meet the needs of its Lower School students.",https://thecrenshawacademy.com › orlando-elementary-s...,https://thecrenshawacademy.com/orlando-elementary-school,thecrenshawacademy.com,school_keyword_in_domain:academy,
Orange County FL preparatory school elementary,41,organic,Osceola Christian Preparatory School,"At Christian Preparatory Schools, your child's education is our top priority. Contact us to learn more about our Christian private school in Kissimmee, FL.",https://christianprepschools.com › osceola-christian-pre...,https://christianprepschools.com/osceola-christian-preparatory-school/,christianprepschools.com,school_keyword_in_domain:school,
Orange County FL academy elementary school,42,organic,"Behavior-Based Education | Arts-Based Learning | Orlando, FL","CAMEN Academy uses the performing arts to help neurodiverse students thrive through creative structure, individualized methods, and behavior-based ...",https://www.camenacademy.com,https://www.camenacademy.com/,camenacademy.com,school_keyword_in_domain:academy,
Orange County FL academy elementary school,43,organic,Olympus Academy,Our Curriculum. Our thoughtfully crafted curriculum not only aligns with Florida's rigorous academic standards but also incorporates the innovative principles ...Read more,https://www.olympuscharterschool.org,https://www.olympuscharterschool.org/,olympuscharterschool.org,school_keyword_in_domain:school,
Orange County FL private school elementary,41,organic,Center Academy | Special Education Schools in Florida,"Center Academy School are accredited special education schools near you in Florida for special needs students, ADHD disorders, dyslexia, ...",https://centeracademy.com,https://centeracademy.com/,centeracademy.com,school_keyword_in_domain:academy,
Orange County FL private school elementary,45,organic,"Port Orange, FL | 386-855-8982 - Private Schools","Discover Garden of Faith Preschool and School of Arts, a premier private school in Port Orange, FL, offering a nurturing environment for your child's growth ...",https://www.gardenfaithpreschool.com › private-schools,https://www.gardenfaithpreschool.com/private-schools/port-orange-fl,gardenfaithpreschool.com,school_keyword_in_domain:school,
Orange County FL private school elementary,48,organic,The Pegasus School: Home,California Association of Independent Schools Accrediting Commission for Schools NAIS: National Association of Independent Schools National Board of ...Read more,https://www.thepegasusschool.org,https://www.thepegasusschool.org/,thepegasusschool.org,school_keyword_in_domain:school,
Orlando FL lower school,33,organic,"School With Small Class Sizes Orlando, FL",We invite you to reach out and discover how our commitment to small class sizes can help your student excel academically and personally at Pluris Academy.,https://plurisacademy.com › school-with-small-class-sizes...,https://plurisacademy.com/school-with-small-class-sizes-orlando-fl,plurisacademy.com,school_keyword_in_domain:academy,
Orlando FL lower school,41,organic,"Secular Private School Orlando, FL","With student-teacher ratios of 12:1 in our Lower School and 15:1 in our Middle and High Schools, we provide individualized attention that helps each student ...Read more",https://thecrenshawacademy.com › secular-private-school...,https://thecrenshawacademy.com/secular-private-school-orlando-fl,thecrenshawacademy.com,school_keyword_in_domain:academy,
Orlando FL lower school,42,organic,Lower School Student Life,"See Why We're Central Florida's #1 Private Christian School. Request Information · Schedule a Tour · Apply Now. Visit Us. 2667 Bruton Blvd. Orlando, FL 32805.Read more",https://thefirstacademy.org › Student Life,https://thefirstacademy.org/student-life/lower-school-student-life/,thefirstacademy.org,school_keyword_in_domain:academy,
Orlando FL lower school,50,organic,Academics,Upper School solving math problems on a window. Lower School students smiling in a classroom. PreK - 6th ...Read more,https://www.lhprep.org › academics,https://www.lhprep.org/academics,lhprep.org,school_keyword_in_domain:prep,
Orange County FL private K-8 school,44,organic,American Heritage Schools: #1 Private K-12 School in Florida,"American Heritage Schools is an innovative leader in private education, providing academic excellence and unparalleled college prep for Pre-K3 to 12th ...",https://www.ahschool.com,https://www.ahschool.com/,ahschool.com,school_keyword_in_domain:school,
